,CP,(X),(Y),(Z),Rank,Signature,Pair,Type of CP,Lambda 1,Lambda 2,Lambda 3,Laplacian of electron density
112,113,17.75994391454716,11.16182356660144,16.17721036862162,3,-1,(3;-1),Ligação,-0.003576388947,-0.001399378282,0.02574996121,0.02077419398
113,114,15.0067647150061,13.73820615177586,8.53444737696253,3,-1,(3;-1),Ligação,-0.7391050356,-0.7087397456,0.342963765,-1.104881016
114,115,11.44419703150576,15.75408312621525,11.85404645325216,3,-1,(3;-1),Ligação,-0.4307265007,-0.3872148957,0.3099303246,-0.5080110717
115,116,19.02901347762914,10.45074532704629,19.81664554339689,3,-1,(3;-1),Ligação,-0.6833843835,-0.6807168028,0.3377524287,-1.026348758
116,117,17.17194264981279,7.71763971634286,18.64025071679489,3,-3,(3;-3),Nuclear,-86152.37646,-86150.58182,-86150.53188,-258453.4902
117,118,17.2851523907023,9.76205777375729,15.61135238751854,3,3,(3;+3),Cela,0.001122719008,0.002418503309,0.01068395601,0.01422517833
118,119,20.38715930795523,8.92942131311147,19.42954178877297,3,-1,(3;-1),Ligação,-0.6943521158,-0.690473888,0.3354524865,-1.049373517
119,120,11.53877209985705,17.32321351212109,10.48204087697681,3,-1,(3;-1),Ligação,-0.5095518677,-0.472801658,0.3481507665,-0.6342027591
120,121,18.86255231766663,10.43931826828113,12.81788164266511,3,-1,(3;-1),Ligação,-0.7646033833,-0.727982496,0.3355531057,-1.157032773
121,122,15.51700622616623,8.79441592508523,18.38407708491809,3,-3,(3;-3),Nuclear,-4.646796391,-4.63748108,-4.032175769,-13.31645324
122,123,18.84315103094252,10.96553450035167,20.28916905088646,3,-3,(3;-3),Nuclear,-4.369043874,-4.367765921,-3.786719947,-12.52352974
123,124,7.72676179240413,17.27393292498035,11.96037092442844,3,-1,(3;-1),Ligação,-1.01086435,-0.9731717767,2.174890957,0.1908548303
124,125,17.62737638376156,6.36459523838746,16.35748538095693,3,-3,(3;-3),Nuclear,-387025.9212,-387010.0029,-386993.5957,-1161029.52
125,126,17.75641969547582,11.42600518060401,11.45050492464191,3,-1,(3;-1),Ligação,-0.8560354657,-0.6700165315,0.3746457532,-1.151406244
126,127,16.22964809844785,12.39669142890715,11.52940725438537,3,1,(3;+1),Anel,-0.07028367413,0.2465127857,0.2998614011,0.4760905127
127,128,22.99274276656213,21.26630391963523,0.86841065031683,3,1,(3;+1),Anel,-0.007538496196,0.01062822581,0.0530956784,0.05618540802
128,129,18.92134652148354,5.25559339965624,16.57416544924878,3,-3,(3;-3),Nuclear,-4.035321051,-4.012055015,-2.454512442,-10.50188851
129,130,17.24615315209266,11.50450717064638,12.7465151469583,3,-1,(3;-1),Ligação,-0.7419436807,-0.6284154859,0.8639052956,-0.5064538709
130,131,19.36402597711873,9.56012785827165,18.98985943108826,3,-3,(3;-3),Nuclear,-86107.01569,-86106.94027,-86106.80405,-258320.76
131,132,19.20663358409046,14.0347567130757,7.36545009657978,3,-1,(3;-1),Ligação,-0.001184521395,-0.0004650327669,0.008333484033,0.006683929871
132,133,4.33071639167257,2.58664368265727,8.10057082172307,3,-1,(3;-1),Ligação,-0.4397685656,-0.4357357514,0.3233446582,-0.5521596588
133,134,19.80217052283667,10.40588629972873,17.25036146262353,3,-3,(3;-3),Nuclear,-4.342678052,-4.341680748,-3.752244451,-12.43660325
134,135,21.31806422823392,19.37097852361915,2.69484249804942,3,1,(3;+1),Anel,-0.005295530708,0.01893785852,0.05641487654,0.07005720435
135,136,21.49890589200817,19.81142870810913,-0.05864933678757,3,-1,(3;-1),Ligação,-0.007314141461,-0.006776703547,0.03334552071,0.0192546757
136,137,16.26254237356501,12.6932374608718,9.76345988763694,3,-1,(3;-1),Ligação,-0.6916130461,-0.6008514422,0.2710149947,-1.021449494
137,138,20.95384952365412,8.58843853834609,19.67119708643372,3,-3,(3;-3),Nuclear,-4.301371134,-4.300073804,-3.70611821,-12.30756315
138,139,15.64692936402503,7.28867484309177,23.20394928046667,3,-3,(3;-3),Nuclear,-86456.80231,-86454.28572,-86453.91238,-259365.0004
139,140,13.40384643875462,7.02222466931586,23.78408766694512,3,-3,(3;-3),Nuclear,-388149.7901,-388140.538,-388118.1181,-1164408.446
140,141,16.92292849015805,8.4532891584691,24.24272969055794,3,-3,(3;-3),Nuclear,-4.382056451,-4.372990687,-3.764070702,-12.51911784
141,142,2.30924516937061,-3.82858582057325,6.33058277783028,3,-3,(3;-3),Nuclear,-192119.5863,-192118.3839,-192105.0989,-576343.0691
142,143,4.92035968186108,-1.61083442822276,7.18235915718662,3,-1,(3;-1),Ligação,-0.4396805519,-0.3691318249,0.309532335,-0.4992800418
143,144,5.65337294691913,-3.02254445424573,5.37770549999315,3,-1,(3;-1),Ligação,-0.4827604164,-0.4637077225,0.3509578573,-0.5955102816
144,145,4.26801528895974,-1.34335980462833,5.0572755963707,3,-1,(3;-1),Ligação,-0.7435619708,-0.7290464101,0.3672086993,-1.105399682
145,146,2.01833471535246,-4.2702094402476,8.05241906665118,3,-3,(3;-3),Nuclear,-4.172763944,-4.135570834,-3.045434334,-11.35376911
146,147,1.45016223225071,-4.24888462070562,5.26350245875393,3,-1,(3;-1),Ligação,-1.308361233,-1.222530545,0.9496736972,-1.581218081
147,148,7.19069319911191,2.68786526956424,5.33097909670762,3,-1,(3;-1),Ligação,-0.6973441512,-0.6951413247,0.3402517928,-1.052233683
148,149,1.23678235442773,-4.35221028437159,4.99175025833178,3,-3,(3;-3),Nuclear,-4.202162098,-4.16549442,-3.079587238,-11.44724376
149,150,10.47953761361991,15.78950422802471,9.80628658416698,3,-1,(3;-1),Ligação,-0.7570457003,-0.7354423629,0.3480732449,-1.144414818
150,151,4.57691099318984,-2.25444598498452,5.91673584654858,3,-3,(3;-3),Nuclear,-86132.1588,-86131.13786,-86130.75793,-258394.0546
151,152,2.16716545983022,2.76360827889584,8.62169914507611,3,-1,(3;-1),Ligação,-0.6872921704,-0.6838850622,0.338199039,-1.032978194
